ID,Sex,Marital status,Age,Income,Settlement size,Education_highschool,Education_other_unknown,Education_university,Occupation_skilledemployee_official,Occupation_unemployed_unskilled
1779,1,1,26,97856,0,True,False,False,True,False
1780,0,0,28,61824,0,False,True,False,False,True
1781,1,1,40,103907,0,True,False,False,True,False
1782,1,1,26,99953,0,True,False,False,False,True
1783,1,1,23,113413,0,True,False,False,True,False
1784,0,0,26,107091,0,False,True,False,False,True
1785,0,0,26,124783,0,False,True,False,True,False
1786,1,0,49,92281,0,True,False,False,False,True
1787,1,1,26,96219,0,True,False,False,True,False
1788,1,0,35,86221,0,True,False,False,False,True
1789,1,1,24,80962,0,True,False,False,False,True
1790,1,0,46,78754,0,True,False,False,False,True
1791,0,0,26,60026,0,False,True,False,False,True
1792,0,0,47,88157,0,True,False,False,False,True
1793,0,0,27,59881,0,False,True,False,False,True
1794,0,1,41,112818,0,True,False,False,True,False
1795,1,1,29,102250,0,True,False,False,True,False
1796,1,1,28,38980,0,True,False,False,False,True
1797,1,1,33,81807,0,True,False,False,False,True
1798,1,0,50,93148,0,True,False,False,False,True
1799,1,1,32,108032,0,True,False,False,True,False
1800,0,1,31,89335,0,True,False,False,False,True
1801,0,0,52,95639,0,True,False,False,False,True
1802,0,0,53,124902,0,True,False,False,True,False
1803,1,1,34,87801,0,True,False,False,False,True
1804,1,1,22,92538,0,True,False,False,True,False
1805,0,1,33,83687,0,True,False,False,False,True
1806,0,0,32,128310,0,False,True,False,True,False
1807,1,0,45,104754,0,True,False,False,False,True
1808,0,1,25,68222,0,True,False,False,False,True
1809,1,1,41,97006,0,True,False,False,False,True
1810,1,0,36,107372,0,True,False,False,False,True
1811,1,1,27,110511,0,True,False,False,True,False
1812,0,0,40,72193,0,True,False,False,False,True
1813,1,0,37,95972,0,True,False,False,False,True
1814,0,0,35,105556,0,True,False,False,False,True
1815,0,0,34,88701,0,True,False,False,False,True
1816,1,0,28,117710,0,False,True,False,True,False
1817,1,0,44,76057,0,True,False,False,False,True
1818,0,1,27,100392,0,True,False,False,True,False
1819,1,0,50,113308,0,True,False,False,True,False
1820,1,1,18,100924,0,True,False,False,True,False
1821,1,0,25,72188,0,False,True,False,False,True
1822,1,1,40,70431,0,True,False,False,False,True
1823,0,1,28,110103,0,True,False,False,True,False
1824,1,1,23,60825,0,True,False,False,False,True
1825,1,1,35,75100,0,True,False,False,False,True
1826,1,1,28,129327,0,True,False,False,True,False
1827,1,0,23,95541,0,False,True,False,True,False
1828,0,1,34,112777,0,True,False,False,True,False
1829,1,1,29,51496,0,True,False,False,False,True
1830,1,0,35,102781,0,True,False,False,True,False
1831,1,1,32,87494,0,True,False,False,False,True
1832,1,0,46,72728,0,True,False,False,False,True
1833,1,1,27,114775,0,True,False,False,True,False
1834,1,1,25,124359,0,True,False,False,True,False
1835,1,1,27,101620,0,True,False,False,False,True
1836,1,1,24,87964,0,True,False,False,False,True
1837,1,0,33,69523,0,False,True,False,False,True
1838,1,1,24,109486,0,True,False,False,True,False
1839,1,0,28,77206,0,False,True,False,False,True
1840,1,0,35,53608,0,True,False,False,False,True
1841,1,1,30,118677,0,True,False,False,True,False
1842,0,0,43,116512,0,True,False,False,True,False
1843,0,1,21,114756,0,True,False,False,False,True
1844,1,1,24,65852,0,True,False,False,False,True
1845,0,0,34,75626,0,True,False,False,False,True
1846,1,1,26,127455,0,True,False,False,True,False
1847,0,0,37,107073,0,True,False,False,True,False
1848,1,1,32,82196,0,True,False,False,False,True
1849,1,1,33,106741,0,True,False,False,False,True
1850,0,1,28,94518,0,True,False,False,True,False
1851,1,1,30,114430,0,True,False,False,True,False
1852,1,1,26,57165,0,True,False,False,False,True
1853,1,0,25,109610,0,False,True,False,False,True
1854,0,0,33,113619,0,False,True,False,True,False
1855,1,1,30,93854,0,True,False,False,True,False
1856,1,1,26,129022,0,True,False,False,True,False
1857,0,1,23,66804,0,True,False,False,False,True
1858,0,1,25,62689,0,True,False,False,False,True
1859,1,0,40,67619,0,True,False,False,False,True
1860,0,0,46,113495,0,True,False,False,False,True
1861,1,1,43,48632,0,True,False,False,False,True
1862,1,1,22,107394,0,True,False,False,False,True
1863,0,1,39,72385,0,True,False,False,False,True
1864,1,1,27,115934,0,True,False,False,False,True
1865,0,0,40,93183,0,True,False,False,False,True
1866,0,0,24,63506,0,False,True,False,False,True
1867,1,0,52,113619,0,True,False,False,True,False
1868,1,1,30,121399,0,True,False,False,False,True
1869,1,1,34,78281,0,True,False,False,False,True
1870,1,0,38,103926,0,True,False,False,True,False
1871,0,1,39,89097,0,True,False,False,False,True
1872,1,0,29,80852,0,False,True,False,False,True
1873,0,1,25,65207,0,True,False,False,False,True
1874,1,1,35,93495,0,True,False,False,False,True
1875,0,0,53,121970,0,True,False,False,False,True
1876,0,0,26,62027,0,False,True,False,False,True
1877,0,0,33,88602,0,True,False,False,False,True
1878,0,1,29,89914,0,True,False,False,False,True
1879,0,0,39,83342,0,True,False,False,False,True
1880,0,0,29,103439,0,False,True,False,True,False
1881,0,0,26,115451,0,False,True,False,True,False
1882,0,0,24,68250,0,False,True,False,False,True
1883,1,1,21,113630,0,True,False,False,False,True
1884,1,1,26,125880,0,True,False,False,True,False
1885,1,1,20,91177,0,True,False,False,False,True
1886,1,0,35,73266,0,True,False,False,False,True
1887,1,1,24,69021,0,True,False,False,False,True
1888,1,0,40,122593,0,True,False,False,True,False
1889,1,0,44,122180,0,True,False,False,True,False
1890,0,0,29,75160,0,False,True,False,False,True
1891,1,1,39,81973,0,True,False,False,False,True
1892,1,1,35,92194,0,True,False,False,False,True
1893,0,0,42,107380,0,True,False,False,False,True
1894,1,0,32,98023,0,True,False,False,True,False
1895,0,0,48,94868,0,True,False,False,False,True
1896,0,0,26,83442,0,False,True,False,False,True
1897,1,1,26,109887,0,True,False,False,True,False
1898,0,0,42,98876,0,True,False,False,False,True
1899,0,0,48,94962,0,True,False,False,False,True
1900,1,1,42,130740,0,True,False,False,True,False
1901,1,1,27,94095,0,True,False,False,False,True
1902,1,1,37,95071,0,True,False,False,False,True
1903,0,0,33,117308,0,False,True,False,True,False
1904,0,0,33,112093,0,True,False,False,True,False
1905,1,0,37,123893,0,True,False,False,True,False
1906,1,1,31,80189,0,True,False,False,False,True
1907,0,0,39,124089,0,True,False,False,True,False
1908,1,0,40,82673,0,True,False,False,False,True
1909,1,1,28,88858,0,True,False,False,False,True
1910,1,1,26,80540,0,True,False,False,False,True
1911,1,1,24,84228,0,True,False,False,False,True
1912,0,0,40,103963,0,True,False,False,True,False
1913,1,1,29,102397,0,True,False,False,True,False
1914,0,0,43,111563,0,True,False,False,True,False
1915,0,0,23,88260,0,False,True,False,False,True
1916,1,0,34,114767,0,True,False,False,True,False
1917,1,1,42,113275,0,True,False,False,True,False
1918,1,1,33,104755,0,True,False,False,True,False
1919,1,1,32,120525,0,True,False,False,True,False
1920,1,1,26,96082,0,True,False,False,False,True
1921,1,1,23,87227,0,True,False,False,False,True
1922,1,1,26,69333,0,True,False,False,False,True
1923,1,1,27,87777,0,True,False,False,False,True
1924,0,0,24,70978,0,False,True,False,False,True
1925,0,0,27,104196,0,False,True,False,False,True
1926,1,1,26,97551,0,True,False,False,True,False
1927,1,0,42,78979,0,True,False,False,False,True
1928,1,0,37,82500,0,True,False,False,False,True
1929,1,1,26,86306,0,True,False,False,False,True
1930,1,1,24,78762,0,True,False,False,False,True
1931,1,0,39,125543,0,True,False,False,True,False
1932,0,0,26,70336,0,False,True,False,False,True
1933,0,1,35,112975,0,True,False,False,True,False
1934,0,0,38,96681,0,True,False,False,False,True
1935,1,1,24,98922,0,True,False,False,True,False
1936,1,0,26,109250,0,False,True,False,True,False
1937,0,0,25,108960,0,False,True,False,False,True
1938,0,0,40,71302,0,True,False,False,False,True
1939,1,0,48,107757,0,True,False,False,False,True
1940,1,1,22,111600,0,True,False,False,True,False
1941,1,1,25,102974,0,True,False,False,True,False
1942,0,1,24,63442,0,True,False,False,False,True
1943,0,0,39,118913,0,True,False,False,False,True
1944,0,0,39,80987,0,True,False,False,False,True
1945,1,1,21,68790,0,True,False,False,False,True
1946,1,0,27,86462,0,False,True,False,False,True
1947,0,0,40,76881,0,True,False,False,False,True
1948,1,1,37,107409,0,True,False,False,True,False
1949,1,0,42,69114,0,True,False,False,False,True
1950,1,1,31,119167,0,True,False,False,True,False
1951,1,1,31,102018,0,True,False,False,True,False
1952,0,0,30,97680,0,False,True,False,True,False
1953,1,0,23,65062,0,False,True,False,False,True
1954,0,0,33,118144,0,False,True,False,True,False
1955,1,1,37,124548,0,True,False,False,True,False
1956,1,0,29,85637,0,False,True,False,False,True
1957,1,0,31,113108,0,True,False,False,True,False
1958,0,0,39,93554,0,True,False,False,False,True
1959,1,1,33,42516,0,True,False,False,False,True
1960,0,1,26,72429,0,True,False,False,False,True
1961,1,1,27,110154,0,True,False,False,True,False
1962,1,0,20,60965,0,False,True,False,False,True
1963,1,1,27,100618,0,True,False,False,False,True
1964,1,1,26,71021,0,True,False,False,False,True
1965,0,0,40,94189,0,True,False,False,False,True
1966,0,0,24,44742,0,False,True,False,False,True
1967,1,1,22,103201,0,True,False,False,True,False
1968,1,1,24,62335,0,True,False,False,False,True
1969,1,0,27,103787,0,False,True,False,True,False
1970,0,0,35,99401,0,True,False,False,True,False
1971,0,1,27,105197,0,True,False,False,True,False
1972,1,1,25,115566,0,True,False,False,False,True
1973,1,1,34,125843,0,True,False,False,False,True
1974,1,0,24,67936,0,False,True,False,False,True
1975,1,0,34,120863,0,True,False,False,True,False
1976,0,0,42,77317,0,True,False,False,False,True
1977,1,0,38,84653,0,True,False,False,False,True
1978,0,0,42,81606,0,True,False,False,False,True
1979,1,0,35,113380,0,True,False,False,False,True
1980,1,1,27,100644,0,True,False,False,True,False
1981,0,0,25,64037,0,False,True,False,False,True
1982,1,1,23,101350,0,True,False,False,True,False
1983,1,1,34,126334,0,True,False,False,True,False
1984,1,1,28,130877,0,True,False,False,True,False
1985,0,0,21,103470,0,False,True,False,True,False
1986,1,0,32,114588,0,False,True,False,True,False
1987,1,1,21,120682,0,True,False,False,True,False
1988,0,0,25,66628,0,False,True,False,False,True
1989,1,1,35,124447,0,True,False,False,False,True
1990,1,1,25,106567,0,True,False,False,False,True
1991,1,1,31,78758,0,True,False,False,False,True
1992,0,0,54,128537,0,True,False,False,True,False
1993,1,0,51,101074,0,True,False,False,False,True
1994,1,0,38,87670,0,True,False,False,False,True
1995,0,0,45,113414,0,True,False,False,True,False
1996,1,0,47,123525,0,True,False,False,False,True
1997,1,1,27,117744,0,True,False,False,True,False
1998,0,0,31,86400,0,False,True,False,False,True
1999,1,1,24,97968,0,True,False,False,False,True
2000,0,0,25,68416,0,False,True,False,False,True
